"timestamp","contextSwitches","majorFaults","bytesRead","bytesWritten","kernelTime","minorFaults","name","path","residentSetSize","upTime","user","userTime","eventHeader","cpu","state"
"1689248827076","0","0","40635288","41095157","3612","554963","Adobe Desktop Service","C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ADS\Adobe Desktop Service.exe","85455667","15907411","philipp.borbely","4899","0","0.00926107645800993","RUNNING"
"1689248827076","0","0","42745076","28285658","343","22272","AdobeIPCBroker","C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\IPCBox\AdobeIPCBroker.exe","3981312","15908374","philipp.borbely","924","0","0.0013844383223744227","RUNNING"
"1689248827076","0","0","13371","6810","15","11154","AdobeNotificationClient","C:\Program Files\WindowsApps\AdobeNotificationClient_3.0.1.1_x86__enpm4xejd91yc\AdobeNotificationClient.exe","1134592","15902605","philipp.borbely","0","0","1.6228948449529568E-5","RUNNING"
"1689248827076","0","0","8192","22323","15","2867","AdobeUpdateService","","1318912","15975327","unknown","15","0","3.233070789732055E-5","RUNNING"
"1689248827076","0","0","525938","1951","15","4277","AggregatorHost","","2251980","15973888","unknown","0","0","1.616660750269539E-5","RUNNING"
"1689248827076","0","0","18250","8","31","56613","ApplicationFrameHost","C:\Windows\System32\ApplicationFrameHost.exe","33643724","15806910","philipp.borbely","62","0","1.0114307349028194E-4","RUNNING"
"1689248827076","0","0","1939","0","0","960","CCLibrary","C:\Program Files\Common Files\Adobe\Creative Cloud Libraries\CCLibrary.exe","385024","15877081","philipp.borbely","0","0","0.0","RUNNING"
"1689248827076","0","0","2139","0","0","931","CCXProcess","C:\Program Files\Adobe\Adobe Creative Cloud Experience\CCXProcess.exe","356352","15908713","philipp.borbely","0","0","0.0","RUNNING"
"1689248827076","0","0","48009683","20151166","1196","204116","CoreSync","C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe","36802560","15884401","philipp.borbely","2506","0","0.004077482001048816","RUNNING"
"1689248827076","0","0","0","0","15","1777","CptService","","921600","15975318","unknown","0","0","1.6165361788213427E-5","RUNNING"
"1689248827076","0","0","221068759","9804084","9105","4165270","Creative Cloud","C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe","129073152","15909136","philipp.borbely","14134","0","0.02529740394663128","RUNNING"
"1689248827076","0","0","161914545","53964618","2518","1046461","Creative Cloud UI Helper","C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe","298105241","31812157","philipp.borbely","24058","0","0.029019512859161843","RUNNING"
"1689248827076","0","0","76422","0","93","4972","DellFFDPWmiService","","3227648","15975318","unknown","15","0","1.1639060487513667E-4","RUNNING"
