"timestamp","name","residentSetSize"
"1688999476263","Adobe Desktop Service","18423808"
"1688999476263","AdobeIPCBroker","2840024"
"1688999476263","AdobeNotificationClient","1134592"
"1688999476263","AdobeUpdateService","610304"
"1688999476263","AggregatorHost","1302528"
"1688999476263","ApplicationFrameHost","9646080"
"1688999476263","CCLibrary","163840"
"1688999476263","CCXProcess","143360"
"1688999476263","CalculatorApp","30183424"
"1688999476263","Code","102305949"
"1688999476263","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688999476263","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688999476263","CoreSync","42440625"
"1688999476263","CptService","425984"
"1688999476263","Creative Cloud","58559881"
"1688999476263","Creative Cloud UI Helper","187265181"
"1688999476263","DellFFDPWmiService","610304"
"1688999476263","FSAgentService","11485184"
"1688999476263","FileCoAuth","4698112"
"1688999476263","FileSyncHelper","3747840"
"1688999476263","HxAccounts","8867840"
"1688999476263","HxOutlook","299008"
"1688999476263","HxTsr","4960256"
"1688999476263","Idle","8192"
"1688999476263","IntelCpHDCPSvc","1032192"
"1688999476263","IntelCpHeciSvc","1036288"
"1688999476263","LMS","1241088"
"1688999476263","LocationNotificationWindows","1126400"
"1688999476263","LockApp","10600448"
"1688999476263","LsaIso","1318912"
"1688999476263","Memory Compression","810770432"
"1688999476263","Microsoft.Management.Services.IntuneWindowsAgent","37825457"
"1688999476263","Microsoft.SharePoint","5689344"
"1688999476263","MoUsoCoreWorker","3955991"
"1688999476263","MsMpEng","228058427"
"1688999476263","MsSense","118683569"
"1688999476263","NVDisplay.Container","12177408"
"1688999476263","NisSrv","13717582"
"1688999476263","OUTLOOK","126128836"
"1688999476263","OfficeClickToRun","9936896"
"1688999476263","OneApp.IGCC.WinService","5184275"
"1688999476263","OneDrive","18101248"
"1688999476263","OpenConsole","5853184"
"1688999476263","PanGPA","1662976"
"1688999476263","PanGPS","2019170"
"1688999476263","PanGpHip","84092518"
"1688999476263","PanGpHipMp","112820224"
"1688999476263","Registry","2745895"
"1688999476263","RstMwService","458752"
"1688999476263","RuntimeBroker","30745993"
"1688999476263","SearchHost","266416128"
"1688999476263","SearchIndexer","27431699"
"1688999476263","Secure System","83959808"
"1688999476263","SecurityHealthService","2768896"
"1688999476263","SecurityHealthSystray","1048576"
"1688999476263","SenseCE","10858496"
"1688999476263","SenseIR","4507175"
"1688999476263","SenseNdr","48253243"
"1688999476263","ServiceShell","21694621"
"1688999476263","SgrmBroker","5560320"
"1688999476263","ShellExperienceHost","17502208"
"1688999476263","Slack","402625772"
"1688999476263","SocketHeciServer","487424"
"1688999476263","StartMenuExperienceHost","48710734"
"1688999476263","System","20480"
"1688999476263","SystemSettings","249856"
"1688999476263","TabTip","2228539"
"1688999476263","Taskmgr","88796947"
"1688999476263","TbtP2pShortcutService","585728"
"1688999476263","TextInputHost","17700942"
"1688999476263","ThunderboltService","2023424"
"1688999476263","TiWorker","2269262"
"1688999476263","TrustedInstaller","1312768"
"1688999476263","WMIRegistrationService","651264"
"1688999476263","WUDFHost","6332416"
"1688999476263","WidgetService","1523712"
"1688999476263","Widgets","8946924"
"1688999476263","WindowsTerminal","61054818"
"1688999476263","WmiPrvSE","19122569"
"1688999476263","aesm_service","966656"
"1688999476263","ai","827392"
"1688999476263","audiodg","3772416"
"1688999476263","backgroundTaskHost","6374557"
"1688999476263","chrome","1252035741"
"1688999476263","cmd","479232"
"1688999476263","conhost","21287227"
"1688999476263","csrss","3145728"
"1688999476263","ctfmon","3508381"
"1688999476263","dllhost","6184960"
"1688999476263","dwm","246736187"
"1688999476263","esif_uf","499712"
"1688999476263","explorer","122321289"
"1688999476263","fontdrvhost","3342336"
"1688999476263","fsnotifier","212992"
"1688999476263","git-cmd","983040"
"1688999476263","idea64","1971211657"
"1688999476263","igfxCUIService","1142784"
"1688999476263","igfxEM","1839104"
"1688999476263","java","152087315"
"1688999476263","jhi_service","487424"
"1688999476263","lsass","11080940"
"1688999476263","msedge","140074299"
"1688999476263","msedgewebview2","84681019"
"1688999476263","msteams","7000064"
"1688999476263","node","44716032"
"1688999476263","nvWmi64","4726784"
"1688999476263","powershell","2015232"
"1688999476263","python","460310528"
"1688999476263","services","5575758"
"1688999476263","sihost","5054542"
"1688999476263","smartscreen","1372160"
"1688999476263","smss","114688"
"1688999476263","spoolsv","1687552"
"1688999476263","sppsvc","3161600"
"1688999476263","svchost","336247414"
"1688999476263","taskhostw","4790823"
"1688999476263","unsecapp","1357036"
"1688999476263","vmcompute","1265664"
"1688999476263","vmmemCmZygote","0"
"1688999476263","wa_3rd_party_host_32","14661222"
"1688999476263","wa_3rd_party_host_64","10842112"
"1688999476263","winget","7388238"
"1688999476263","wininit","380928"
"1688999476263","winlogon","1163264"
"1688999476263","wlanext","1093632"
"1688999476263","wslservice","2396160"
