"timestamp","name","residentSetSize"
"1688998509694","Adobe Desktop Service","18296595"
"1688998509694","AdobeIPCBroker","2863104"
"1688998509694","AdobeNotificationClient","1183744"
"1688998509694","AdobeUpdateService","610304"
"1688998509694","AggregatorHost","1287719"
"1688998509694","ApplicationFrameHost","9572352"
"1688998509694","CCLibrary","163840"
"1688998509694","CCXProcess","143360"
"1688998509694","CalculatorApp","30760960"
"1688998509694","Code","101883746"
"1688998509694","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688998509694","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688998509694","CoreSync","40977408"
"1688998509694","CptService","425984"
"1688998509694","Creative Cloud","58382493"
"1688998509694","Creative Cloud UI Helper","181341262"
"1688998509694","DellFFDPWmiService","610304"
"1688998509694","FSAgentService","11415552"
"1688998509694","FileCoAuth","4698112"
"1688998509694","FileSyncHelper","3686400"
"1688998509694","HxAccounts","8867840"
"1688998509694","HxOutlook","299008"
"1688998509694","HxTsr","4931584"
"1688998509694","Idle","8192"
"1688998509694","IntelCpHDCPSvc","1032192"
"1688998509694","IntelCpHeciSvc","1036288"
"1688998509694","LMS","1241088"
"1688998509694","LocationNotificationWindows","741376"
"1688998509694","LockApp","10600448"
"1688998509694","LsaIso","1286144"
"1688998509694","Memory Compression","841724219"
"1688998509694","Microsoft.Management.Services.IntuneWindowsAgent","37572371"
"1688998509694","Microsoft.SharePoint","5509120"
"1688998509694","MsMpEng","213264777"
"1688998509694","MsSense","116476061"
"1688998509694","NVDisplay.Container","12177408"
"1688998509694","NisSrv","10541764"
"1688998509694","OUTLOOK","120869809"
"1688998509694","OfficeClickToRun","9818427"
"1688998509694","OneApp.IGCC.WinService","5180494"
"1688998509694","OneDrive","18106368"
"1688998509694","OpenConsole","5859485"
"1688998509694","PanGPA","1662976"
"1688998509694","PanGPS","2011136"
"1688998509694","Registry","2391591"
"1688998509694","RstMwService","458752"
"1688998509694","RuntimeBroker","26889294"
"1688998509694","SearchHost","294531072"
"1688998509694","SearchIndexer","25657895"
"1688998509694","Secure System","83959808"
"1688998509694","SecurityHealthService","2959753"
"1688998509694","SecurityHealthSystray","1048576"
"1688998509694","SenseCE","10861016"
"1688998509694","SenseNdr","41758877"
"1688998509694","ServiceShell","22641427"
"1688998509694","SgrmBroker","5129767"
"1688998509694","ShellExperienceHost","17502208"
"1688998509694","Slack","410359177"
"1688998509694","SocketHeciServer","487424"
"1688998509694","StartMenuExperienceHost","47730688"
"1688998509694","System","20480"
"1688998509694","SystemSettings","249856"
"1688998509694","TabTip","2224758"
"1688998509694","Taskmgr","85737472"
"1688998509694","TbtP2pShortcutService","585728"
"1688998509694","TextInputHost","17735680"
"1688998509694","ThunderboltService","2023424"
"1688998509694","WMIRegistrationService","651264"
"1688998509694","WUDFHost","6339977"
"1688998509694","WidgetService","1530013"
"1688998509694","Widgets","8721329"
"1688998509694","WindowsTerminal","60776369"
"1688998509694","WmiPrvSE","13320507"
"1688998509694","aesm_service","966656"
"1688998509694","ai","827392"
"1688998509694","audiodg","3772416"
"1688998509694","backgroundTaskHost","5087232"
"1688998509694","chrome","867492076"
"1688998509694","cmd","479232"
"1688998509694","conhost","20135936"
"1688998509694","csrss","3158488"
"1688998509694","ctfmon","3519251"
"1688998509694","dllhost","5005312"
"1688998509694","dwm","262201344"
"1688998509694","esif_uf","499712"
"1688998509694","explorer","122792014"
"1688998509694","fontdrvhost","3309568"
"1688998509694","fsnotifier","212992"
"1688998509694","git-cmd","983040"
"1688998509694","idea64","1973399709"
"1688998509694","igfxCUIService","1142784"
"1688998509694","igfxEM","1839104"
"1688998509694","java","148824300"
"1688998509694","jhi_service","487424"
"1688998509694","lsass","11015325"
"1688998509694","msedge","140108878"
"1688998509694","msedgewebview2","80415428"
"1688998509694","msteams","6984388"
"1688998509694","node","44726429"
"1688998509694","nvWmi64","4726784"
"1688998509694","powershell","2035396"
"1688998509694","python","458168162"
"1688998509694","services","5493681"
"1688998509694","sihost","4893538"
"1688998509694","smss","114688"
"1688998509694","spoolsv","1650688"
"1688998509694","svchost","318001860"
"1688998509694","taskhostw","4748839"
"1688998509694","vmcompute","1265664"
"1688998509694","vmmemCmZygote","0"
"1688998509694","winget","7388002"
"1688998509694","wininit","380928"
"1688998509694","winlogon","1163264"
"1688998509694","wlanext","1093632"
"1688998509694","wslservice","2398838"
