"timestamp","name","residentSetSize"
"1688999415889","Adobe Desktop Service","18423808"
"1688999415889","AdobeIPCBroker","2827027"
"1688999415889","AdobeNotificationClient","1134592"
"1688999415889","AdobeUpdateService","610304"
"1688999415889","AggregatorHost","1286774"
"1688999415889","ApplicationFrameHost","9650491"
"1688999415889","CCLibrary","163840"
"1688999415889","CCXProcess","143360"
"1688999415889","CalculatorApp","30193821"
"1688999415889","Code","102139116"
"1688999415889","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688999415889","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688999415889","CoreSync","42489698"
"1688999415889","CptService","425984"
"1688999415889","Creative Cloud","58553895"
"1688999415889","Creative Cloud UI Helper","187318350"
"1688999415889","DellFFDPWmiService","610304"
"1688999415889","FSAgentService","11485184"
"1688999415889","FileCoAuth","4698112"
"1688999415889","FileSyncHelper","3686400"
"1688999415889","HxAccounts","8874141"
"1688999415889","HxOutlook","299008"
"1688999415889","HxTsr","4959389"
"1688999415889","Idle","8192"
"1688999415889","IntelCpHDCPSvc","1032192"
"1688999415889","IntelCpHeciSvc","1036288"
"1688999415889","LMS","1241088"
"1688999415889","LocationNotificationWindows","1115057"
"1688999415889","LockApp","10600448"
"1688999415889","LsaIso","1318912"
"1688999415889","Memory Compression","784190542"
"1688999415889","Microsoft.Management.Services.IntuneWindowsAgent","37817344"
"1688999415889","Microsoft.SharePoint","5689344"
"1688999415889","MoUsoCoreWorker","4042069"
"1688999415889","MsMpEng","225274880"
"1688999415889","MsSense","118738313"
"1688999415889","NVDisplay.Container","12177408"
"1688999415889","NisSrv","13532396"
"1688999415889","OUTLOOK","126111744"
"1688999415889","OfficeClickToRun","9936896"
"1688999415889","OneApp.IGCC.WinService","5196878"
"1688999415889","OneDrive","18101248"
"1688999415889","OpenConsole","5853184"
"1688999415889","PanGPA","1662976"
"1688999415889","PanGPS","2011136"
"1688999415889","PanGpHipMp","123277858"
"1688999415889","Registry","2551020"
"1688999415889","RstMwService","458752"
"1688999415889","RuntimeBroker","30956937"
"1688999415889","SearchHost","266416128"
"1688999415889","SearchIndexer","27444854"
"1688999415889","Secure System","83959808"
"1688999415889","SecurityHealthService","2770313"
"1688999415889","SecurityHealthSystray","1048576"
"1688999415889","SenseCE","10858496"
"1688999415889","SenseIR","4588465"
"1688999415889","SenseNdr","48233393"
"1688999415889","ServiceShell","21678867"
"1688999415889","SgrmBroker","5493681"
"1688999415889","ShellExperienceHost","17502208"
"1688999415889","Slack","410718601"
"1688999415889","SocketHeciServer","487424"
"1688999415889","StartMenuExperienceHost","48756263"
"1688999415889","System","20480"
"1688999415889","SystemSettings","249856"
"1688999415889","TabTip","2230114"
"1688999415889","Taskmgr","88191054"
"1688999415889","TbtP2pShortcutService","585728"
"1688999415889","TextInputHost","17714254"
"1688999415889","ThunderboltService","2023424"
"1688999415889","TiWorker","2353795"
"1688999415889","TrustedInstaller","1296559"
"1688999415889","WMIRegistrationService","651264"
"1688999415889","WUDFHost","6332416"
"1688999415889","WidgetService","1523712"
"1688999415889","Widgets","8948972"
"1688999415889","WindowsTerminal","60960846"
"1688999415889","WmiPrvSE","17559552"
"1688999415889","aesm_service","966656"
"1688999415889","ai","827392"
"1688999415889","audiodg","3772416"
"1688999415889","backgroundTaskHost","6168182"
"1688999415889","chrome","1174346515"
"1688999415889","cmd","479232"
"1688999415889","conhost","21383168"
"1688999415889","csrss","3145728"
"1688999415889","ctfmon","3521929"
"1688999415889","dllhost","6190316"
"1688999415889","dwm","246447182"
"1688999415889","esif_uf","499712"
"1688999415889","explorer","122157292"
"1688999415889","fontdrvhost","3342336"
"1688999415889","fsnotifier","212992"
"1688999415889","git-cmd","983040"
"1688999415889","idea64","1971205356"
"1688999415889","igfxCUIService","1142784"
"1688999415889","igfxEM","1839104"
"1688999415889","java","151909454"
"1688999415889","jhi_service","487424"
"1688999415889","lsass","11069597"
"1688999415889","msedge","140020578"
"1688999415889","msedgewebview2","81712679"
"1688999415889","msteams","6998488"
"1688999415889","node","44716032"
"1688999415889","nvWmi64","4726784"
"1688999415889","powershell","2015232"
"1688999415889","python","460304384"
"1688999415889","services","5558508"
"1688999415889","sihost","5056827"
"1688999415889","smartscreen","1372160"
"1688999415889","smss","114688"
"1688999415889","spoolsv","1669828"
"1688999415889","sppsvc","3083681"
"1688999415889","svchost","329617723"
"1688999415889","taskhostw","4804686"
"1688999415889","unsecapp","1253376"
"1688999415889","vmcompute","1265664"
"1688999415889","vmmemCmZygote","0"
"1688999415889","wa_3rd_party_host_32","14784354"
"1688999415889","winget","7389184"
"1688999415889","wininit","380928"
"1688999415889","winlogon","1163264"
"1688999415889","wlanext","1093632"
"1688999415889","wslservice","2402146"
