"timestamp","contextSwitches","majorFaults","bytesRead","bytesWritten","kernelTime","minorFaults","name","path","residentSetSize","upTime","user","userTime","eventHeader","cpu","state"
"1689238077203","0","0","37926203","36748354","3125","473073","Adobe Desktop Service","C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ADS\Adobe Desktop Service.exe","85170858","7714845","philipp.borbely","4007","0","0.015373906059282417","RUNNING"
"1689238077203","0","0","25390606","18346072","101","21672","AdobeIPCBroker","C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\IPCBox\AdobeIPCBroker.exe","3919872","7715808","philipp.borbely","375","0","0.00104202309511493","RUNNING"
"1689238077203","0","0","13371","6810","15","11134","AdobeNotificationClient","C:\Program Files\WindowsApps\AdobeNotificationClient_3.0.1.1_x86__enpm4xejd91yc\AdobeNotificationClient.exe","1101824","7710039","philipp.borbely","0","0","3.231818830687057E-5","RUNNING"
"1689238077203","0","0","8192","16371","15","2867","AdobeUpdateService","","1318912","7782761","unknown","0","0","3.2017195516245875E-5","RUNNING"
"1689238077203","0","0","525938","1151","15","3878","AggregatorHost","","2083498","7781322","unknown","0","0","3.2023097084007725E-5","RUNNING"
"1689238077203","0","0","18250","8","31","49607","ApplicationFrameHost","C:\Windows\System32\ApplicationFrameHost.exe","33288192","7614344","philipp.borbely","62","0","2.0288257835710273E-4","RUNNING"
"1689238077203","0","0","1939","0","0","960","CCLibrary","C:\Program Files\Common Files\Adobe\Creative Cloud Libraries\CCLibrary.exe","385024","7684515","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","2139","0","0","931","CCXProcess","C:\Program Files\Adobe\Adobe Creative Cloud Experience\CCXProcess.exe","356352","7716147","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","43734632","13588091","703","112458","CoreSync","C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe","29609984","7691835","philipp.borbely","1562","0","0.0048915576447835256","RUNNING"
"1689238077203","0","0","0","0","15","1777","CptService","","921600","7782752","unknown","0","0","3.201723241991691E-5","RUNNING"
"1689238077203","0","0","219567649","7683063","8718","4140070","Creative Cloud","C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe","128092160","7716570","philipp.borbely","13875","0","0.04863659230926632","RUNNING"
"1689238077203","0","0","85659008","49679166","2046","898804","Creative Cloud UI Helper","C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe","286960298","15427025","philipp.borbely","23624","0","0.055282506806048064","RUNNING"
"1689238077203","0","0","76422","0","93","4972","DellFFDPWmiService","","3227648","7782752","unknown","15","0","2.3052407342340176E-4","RUNNING"
"1689238077203","0","0","7920475","174079","559","255960","EXCEL","C:\Program Files\Microsoft Office\root\Office16\EXCEL.EXE","78576298","94582","philipp.borbely","767","0","0.18632133442382404","RUNNING"
"1689238077203","0","0","319391","188167","140","13665","FSAgentService","","13062144","7782754","unknown","125","0","5.656376278706565E-4","RUNNING"
"1689238077203","0","0","86285","18946","31","10032","FileCoAuth","C:\Program Files\Microsoft OneDrive\23.132.0625.0001\FileCoAuth.exe","5042176","5468060","philipp.borbely","46","0","2.3360502933013417E-4","RUNNING"
"1689238077203","0","0","125355","6825","31","6217","FileSyncHelper","","3626325","7712794","unknown","15","0","9.907382601838606E-5","RUNNING"
"1689238077203","0","0","100013","86375","15","28866","HxAccounts","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21490.0_x64__8wekyb3d8bbwe\HxAccounts.exe","14514176","7602840","philipp.borbely","0","0","3.2772344495362376E-5","RUNNING"
"1689238077203","0","0","165682","65597","0","35839","HxOutlook","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21490.0_x64__8wekyb3d8bbwe\HxOutlook.exe","77824","7603855","philipp.borbely","15","0","3.2767984527708795E-5","RUNNING"
"1689238077203","0","0","429507","1722947","46","12280","HxTsr","C:\Program Files\WindowsApps\microsoft.windowscommunicationsapps_16005.14326.21490.0_x64__8wekyb3d8bbwe\HxTsr.exe","5654528","7603559","philipp.borbely","31","0","1.682155135488048E-4","RUNNING"
"1689238077203","0","0","0","0","121444262","9","Idle","","8192","7794356","unknown","0","0","259.67323653967924","RUNNING"
"1689238077203","0","0","724","0","31","2132","IntelCpHDCPSvc","","1241088","7784205","unknown","0","0","6.615663629961592E-5","RUNNING"
"1689238077203","0","0","1842","320","15","2042","IntelCpHeciSvc","","1183744","7784159","unknown","31","0","9.816849014819433E-5","RUNNING"
"1689238077203","0","0","127","26367","46","3306","LMS","","1945600","7782729","unknown","15","0","1.3020379536738538E-4","RUNNING"
"1689238077203","0","0","1392","0","15","8644","LocationNotificationWindows","C:\Windows\System32\LocationNotificationWindows.exe","688128","7717584","philipp.borbely","0","0","3.2286697060185556E-5","RUNNING"
"1689238077203","0","0","0","0","140","3757","LsaIso","","1056768","7784804","unknown","0","0","2.98748992115769E-4","RUNNING"
"1689238077203","0","0","0","0","1937","112352","Memory Compression","","87222954","7783749","unknown","0","0","0.004133964102439917","RUNNING"
"1689238077203","0","0","51730200","52167772","5567","147306","Microsoft.Management.Services.IntuneWindowsAgent","","60242602","7659433","unknown","6155","0","0.02554768377611245","RUNNING"
"1689238077203","0","0","5318423636","369611171","14411","2443921","MsMpEng","","278992896","7782741","unknown","152512","0","0.35885821736422785","RUNNING"
"1689238077203","0","0","5316543791","220628088","523067","22902059","MsSense","","121677141","7782744","unknown","735582","0","2.705222096894041","RUNNING"
"1689238077203","0","0","8021735","307297","187","80030","NVDisplay.Container","","44503040","15567264","unknown","1796","0","0.004232314872441321","RUNNING"
"1689238077203","0","0","3972","12653580","1220","180054","NisSrv","","11295402","7775747","unknown","3062","0","0.009177969569513665","RUNNING"
"1689238077203","0","0","37589395","21999871","5189","814640","OUTLOOK","C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE","146926250","6236076","philipp.borbely","6140","0","0.030231797730539463","RUNNING"
"1689238077203","0","0","6842851","526373","218","34394","OfficeClickToRun","","29745152","7782752","unknown","562","0","0.001664896085835679","RUNNING"
"1689238077203","0","0","301315","30406","171","42060","OneApp.IGCC.WinService","","19005440","7782752","unknown","406","0","0.0012315962070861368","RUNNING"
"1689238077203","0","0","12450602","3420647","609","112496","OneDrive","C:\Program Files\Microsoft OneDrive\OneDrive.exe","26835626","7718725","philipp.borbely","437","0","0.002251127290130299","RUNNING"
"1689238077203","0","0","54415","18241","77","17725","OpenConsole","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.17.11461.0_x64__8wekyb3d8bbwe\OpenConsole.exe","7000064","16340835","philipp.borbely","15","0","2.945183591262243E-4","RUNNING"
"1689238077203","0","0","31117","21935","140","20964","PanGPA","C:\Program Files\Palo Alto Networks\GlobalProtect\PanGPA.exe","3670016","7720959","philipp.borbely","78","0","4.6902889479468797E-4","RUNNING"
"1689238077203","0","0","73166","66306","93","20683","PanGPS","","4587520","7782702","unknown","15","0","2.3052554958139694E-4","RUNNING"
"1689238077203","0","0","2048","86637226","390","99996","Registry","","2940245","7798150","unknown","0","0","8.30809681783651E-4","RUNNING"
"1689238077203","0","0","0","0","62","2246","RstMwService","","1118208","7782746","unknown","0","0","1.323379956926343E-4","RUNNING"
"1689238077203","0","0","1316199","6322","515","119327","RuntimeBroker","C:\Windows\System32\RuntimeBroker.exe","28528640","58549403","philipp.borbely","435","0","0.0020457980990107546","RUNNING"
"1689238077203","0","0","89344059","51763558","1968","973633","SearchHost","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\SearchHost.exe","281173333","7733669","philipp.borbely","12796","0","0.031712841780642445","RUNNING"
"1689238077203","0","0","558276397","8254476","484","379338","SearchIndexer","","35220821","7719341","unknown","2984","0","0.007462990926304171","RUNNING"
"1689238077203","0","0","0","0","0","2428","SearchProtocolHost","C:\Windows\System32\SearchProtocolHost.exe","1230165","143286","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","0","0","0","1283","Secure System","","83959808","7798192","unknown","0","0","0.0","RUNNING"
"1689238077203","0","0","6877319","102139","187","18544","SecurityHealthService","","4065962","7721268","unknown","312","0","0.0010735600139639668","RUNNING"
"1689238077203","0","0","6061","0","0","2939","SecurityHealthSystray","C:\Windows\System32\SecurityHealthSystray.exe","1413120","7721626","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","32522271","16686200","171","51418","SenseCE","","28278784","7771506","unknown","875","0","0.002235888608739713","RUNNING"
"1689238077203","0","0","2383425","86","83","10525","SenseNdr","","32066218","5627","unknown","135","0","0.5665272532484261","STOPPED"
"1689238077203","0","0","21340345","93618","642","75503","ServiceShell","","34242560","7661327","unknown","1111","0","0.003961300174770311","RUNNING"
"1689238077203","0","0","83339","0","468","6583","SgrmBroker","","8396800","7772691","unknown","0","0","0.001000226444755709","RUNNING"
"1689238077203","0","0","858479","8","390","128197","ShellExperienceHost","C:\Windows\SystemApps\ShellExperienceHost_cw5n1h2txyewy\ShellExperienceHost.exe","25794560","7644540","philipp.borbely","500","0","0.0019339208032284835","RUNNING"
"1689238077203","0","0","4708757416","3760536700","65069","9212310","Slack","C:\Program Files\Slack\app-4.29.149\Slack.exe","676494677","45387469","philipp.borbely","224760","0","0.6383538522690188","RUNNING"
"1689238077203","0","0","4518","192","15","2262","SocketHeciServer","","1163264","7660860","unknown","0","0","3.252496592808175E-5","RUNNING"
"1689238077203","0","0","2151659","78914","265","98550","StartMenuExperienceHost","C:\Windows\SystemApps\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\StartMenuExperienceHost.exe","47468544","7733665","philipp.borbely","843","0","0.0023799679495450287","RUNNING"
"1689238077203","0","0","750546968","682804296","80564","144691","System","","20480","7794356","unknown","0","0","0.17183725616152554","RUNNING"
"1689238077203","0","0","663460","224","62","35179","SystemSettings","C:\Windows\ImmersiveControlPanel\SystemSettings.exe","57344","7614344","philipp.borbely","125","0","4.0794668981481943E-4","RUNNING"
"1689238077203","0","0","30847","0","62","5104","TabTip","","2764800","7731706","unknown","15","0","1.6543665306908615E-4","RUNNING"
"1689238077203","0","0","0","0","0","1707","TbtP2pShortcutService","","925696","7782751","unknown","0","0","0.0","RUNNING"
"1689238077203","0","0","815959","14716","671","60927","TextInputHost","C:\Windows\SystemApps\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\TextInputHost.exe","72878080","7723836","philipp.borbely","796","0","0.0031550914705269894","RUNNING"
"1689238077203","0","0","129006","0","125","7005","ThunderboltService","","4169728","7782750","unknown","46","0","3.649965430764844E-4","RUNNING"
"1689238077203","0","0","456307","6310","93","5417","TiWorker","","5279744","242","unknown","62","0","64.0495867768595","STARTED"
"1689238077203","0","0","4415","1282","0","2244","TrustedInstaller","","1310720","272","unknown","0","0","0.0","STARTED"
"1689238077203","0","0","0","0","62","4606","WMIRegistrationService","","1695744","7782744","unknown","62","0","2.646760591788788E-4","RUNNING"
"1689238077203","0","0","3135921","47906","1046","9456","WUDFHost","","7798784","15568870","unknown","93","0","0.002430662148879235","RUNNING"
"1689238077203","0","0","12380","160","0","6929","WidgetService","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.13900.0.0_x64__cw5n1h2txyewy\Dashboard\WidgetService.exe","3395584","7512965","philipp.borbely","15","0","3.3163060318222084E-5","RUNNING"
"1689238077203","0","0","18113269","14942042","345","76327","Widgets","C:\Program Files\WindowsApps\MicrosoftWindows.Client.WebExperience_423.13900.0.0_x64__cw5n1h2txyewy\Dashboard\Widgets.exe","12357632","7733587","philipp.borbely","296","0","0.001406945098627644","RUNNING"
"1689238077203","0","0","639205","8898","827","152217","WindowsTerminal","C:\Program Files\WindowsApps\Microsoft.WindowsTerminal_1.17.11461.0_x64__8wekyb3d8bbwe\WindowsTerminal.exe","77295616","16340608","philipp.borbely","1405","0","0.006696760056349261","RUNNING"
"1689238077203","0","0","198462","49044","470","45082","WmiPrvSE","","10444800","1479729","unknown","265","0","0.01352329650364015","RUNNING"
"1689238077203","0","0","2828610","0","78","8973","aesm_service","","2564096","7662006","unknown","0","0","1.691046102686464E-4","RUNNING"
"1689238077203","0","0","300984","0","15","6090","ai","C:\Program Files\Microsoft Office\root\vfs\ProgramFilesCommonX64\Microsoft Shared\Office16\ai.exe","10014720","6234173","philipp.borbely","15","0","7.987582615288919E-5","RUNNING"
"1689238077203","0","0","5557","0","7375","8931","audiodg","","4251648","3802542","unknown","1312","0","0.037821344939766445","RUNNING"
"1689238077203","0","0","1395","0","31","9396","backgroundTaskHost","C:\Windows\System32\backgroundTaskHost.exe","180224","11630581","philipp.borbely","0","0","8.84578965307561E-5","RUNNING"
"1689238077203","0","0","1369664432","816431243","62899","7057620","chrome","C:\Program Files\Google\Chrome\Application\chrome.exe","1022762325","109461195","philipp.borbely","59102","0","0.41010950834838167","RUNNING"
"1689238077203","0","0","0","0","0","3409","cmd","C:\Windows\System32\cmd.exe","983040","9209364","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","1525","0","15","26925","conhost","C:\Windows\System32\conhost.exe","39081301","42284238","philipp.borbely","0","0","3.242535368420973E-5","RUNNING"
"1689238077203","0","0","1734286","0","1890","596238","csrss","","4012714","15571020","unknown","296","0","0.004664336043597663","RUNNING"
"1689238077203","0","0","8858","0","1515","10875","ctfmon","","4337664","7731723","unknown","578","0","0.004496859169472381","RUNNING"
"1689238077203","0","0","2268","0","0","2803","dasHost","","1040384","3802884","unknown","0","0","0.0","RUNNING"
"1689238077203","0","0","152482","458","15","15483","dcu-cli","","6737920","487","unknown","125","0","28.74743326488706","STOPPED"
"1689238077203","0","0","18120883","63569920","62","35845","dllhost","C:\Windows\System32\dllhost.exe","11378688","21428295","philipp.borbely","93","0","3.5123014479392886E-4","RUNNING"
"1689238077203","0","0","20749563","0","20132","2731666","dwm","","347894442","7784310","unknown","44603","0","0.1382441707698859","RUNNING"
"1689238077203","0","0","1128","1795","0","1987","esif_uf","","1286144","7782754","unknown","0","0","0.0","RUNNING"
"1689238077203","0","0","102957858","2710268","13859","2415678","explorer","C:\Windows\explorer.exe","134186325","7735389","philipp.borbely","11119","0","0.053653348972725334","RUNNING"
"1689238077203","0","0","0","0","108","7099","fontdrvhost","","4997120","15568998","unknown","125","0","4.972230966755726E-4","RUNNING"
"1689238077203","0","0","4321","2882001","78","871","fsnotifier","C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\bin\fsnotifier.exe","327680","1234974","philipp.borbely","31","0","0.0014412066578115828","RUNNING"
"1689238077203","0","0","2667","0","0","3098","git-cmd","C:\Program Files\Git\git-cmd.exe","1961984","9210497","philipp.borbely","0","0","0.0","RUNNING"
"1689238077203","0","0","148530167","296101848","12724","1845495","idea64","C:\Program Files\JetBrains\IntelliJ IDEA 2023.1.3\bin\idea64.exe","2438927701","6144754","philipp.borbely","152272","0","2.179189327792822","RUNNING"
"1689238077203","0","0","1448","0","0","2731","igfxCUIService","","1646592","7783686","unknown","15","0","3.201340309258135E-5","RUNNING"
"1689238077203","0","0","0","25308","78","5086","igfxEM","C:\Windows\System32\DriverStore\FileRepository\cui_dch.inf_amd64_ea0f2e956b37b3be\igfxEM.exe","2908160","7735691","philipp.borbely","15","0","1.9971050657121363E-4","RUNNING"
"1689238077203","0","0","27122378","979626","1410","278054","java","C:\Users\philipp.borbely\.jdks\semeru-17.0.8\bin\java.exe","213442560","1524767","philipp.borbely","5780","0","0.53766475598188","RUNNING"
"1689238077203","0","0","541979","256387","0","5055","jhi_service","","1183744","7782478","unknown","15","0","3.201835597240087E-5","RUNNING"
"1689238077203","0","0","8296496","925513","21405","39425","lsass","","12473002","7784799","unknown","24882","0","0.09939172280344544","RUNNING"
"1689238077203","0","0","180648050","123782967","5747","1884896","msedge","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","353865728","59277023","philipp.borbely","13232","0","0.04084306374788781","RUNNING"
