"timestamp","name","residentSetSize"
"1688998449677","Adobe Desktop Service","18321408"
"1688998449677","AdobeIPCBroker","2863104"
"1688998449677","AdobeNotificationClient","1183744"
"1688998449677","AdobeUpdateService","610304"
"1688998449677","AggregatorHost","1265664"
"1688998449677","ApplicationFrameHost","9584408"
"1688998449677","CCLibrary","163840"
"1688998449677","CCXProcess","143360"
"1688998449677","CalculatorApp","30748208"
"1688998449677","Code","101734206"
"1688998449677","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688998449677","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688998449677","CoreSync","41005056"
"1688998449677","CptService","425984"
"1688998449677","Creative Cloud","58413056"
"1688998449677","Creative Cloud UI Helper","181380385"
"1688998449677","DellFFDPWmiService","610304"
"1688998449677","FSAgentService","11415552"
"1688998449677","FileCoAuth","4698112"
"1688998449677","FileSyncHelper","3686400"
"1688998449677","HxAccounts","8857638"
"1688998449677","HxOutlook","299008"
"1688998449677","HxTsr","4927178"
"1688998449677","Idle","8192"
"1688998449677","IntelCpHDCPSvc","1032192"
"1688998449677","IntelCpHeciSvc","1036288"
"1688998449677","LMS","1241088"
"1688998449677","LocationNotificationWindows","741376"
"1688998449677","LockApp","10600448"
"1688998449677","LsaIso","1286144"
"1688998449677","Memory Compression","842979366"
"1688998449677","Microsoft.Management.Services.IntuneWindowsAgent","37568202"
"1688998449677","Microsoft.SharePoint","5509120"
"1688998449677","MsMpEng","210593907"
"1688998449677","MsSense","116663817"
"1688998449677","NVDisplay.Container","12177408"
"1688998449677","NisSrv","10370453"
"1688998449677","OUTLOOK","120515835"
"1688998449677","OfficeClickToRun","9809920"
"1688998449677","OneApp.IGCC.WinService","5190172"
"1688998449677","OneDrive","18101151"
"1688998449677","OpenConsole","5854575"
"1688998449677","PanGPA","1662976"
"1688998449677","PanGPS","2011136"
"1688998449677","Registry","2367256"
"1688998449677","RstMwService","458752"
"1688998449677","RuntimeBroker","26869296"
"1688998449677","SearchHost","294531072"
"1688998449677","SearchIndexer","25674964"
"1688998449677","Secure System","83959808"
"1688998449677","SecurityHealthService","2920448"
"1688998449677","SecurityHealthSystray","1048576"
"1688998449677","SenseCE","10858496"
"1688998449677","SenseNdr","41686228"
"1688998449677","ServiceShell","22622285"
"1688998449677","SgrmBroker","5087232"
"1688998449677","ShellExperienceHost","17502208"
"1688998449677","Slack","392414265"
"1688998449677","SocketHeciServer","487424"
"1688998449677","StartMenuExperienceHost","47730378"
"1688998449677","System","20480"
"1688998449677","SystemSettings","249856"
"1688998449677","TabTip","2224128"
"1688998449677","Taskmgr","85737472"
"1688998449677","TbtP2pShortcutService","585728"
"1688998449677","TextInputHost","17702757"
"1688998449677","ThunderboltService","2023424"
"1688998449677","WMIRegistrationService","651264"
"1688998449677","WUDFHost","6332416"
"1688998449677","WidgetService","1528039"
"1688998449677","Widgets","8739163"
"1688998449677","WindowsTerminal","60702256"
"1688998449677","WmiPrvSE","12847297"
"1688998449677","aesm_service","966656"
"1688998449677","ai","827392"
"1688998449677","audiodg","3772416"
"1688998449677","backgroundTaskHost","5092178"
"1688998449677","chrome","853357316"
"1688998449677","cmd","479232"
"1688998449677","conhost","20179291"
"1688998449677","csrss","3160720"
"1688998449677","ctfmon","3518077"
"1688998449677","dllhost","5005312"
"1688998449677","dwm","251695954"
"1688998449677","esif_uf","499712"
"1688998449677","explorer","122806426"
"1688998449677","fontdrvhost","3309568"
"1688998449677","fsnotifier","212992"
"1688998449677","git-cmd","983040"
"1688998449677","idea64","1973476912"
"1688998449677","igfxCUIService","1142784"
"1688998449677","igfxEM","1839104"
"1688998449677","java","148793228"
"1688998449677","jhi_service","487424"
"1688998449677","lsass","11019012"
"1688998449677","msedge","140147113"
"1688998449677","msedgewebview2","80435547"
"1688998449677","msteams","6995968"
"1688998449677","node","44694547"
"1688998449677","nvWmi64","4726784"
"1688998449677","powershell","2015232"
"1688998449677","python","454887153"
"1688998449677","services","5502782"
"1688998449677","sihost","4904148"
"1688998449677","smss","114688"
"1688998449677","spoolsv","1650688"
"1688998449677","svchost","317800834"
"1688998449677","taskhostw","4726320"
"1688998449677","vmcompute","1265664"
"1688998449677","vmmemCmZygote","0"
"1688998449677","winget","7392970"
"1688998449677","wininit","380928"
"1688998449677","winlogon","1163264"
"1688998449677","wlanext","1093632"
"1688998449677","wslservice","2400256"
