"timestamp","name","residentSetSize"
"1688998570501","Adobe Desktop Service","18292736"
"1688998570501","AdobeIPCBroker","2867200"
"1688998570501","AdobeNotificationClient","1183744"
"1688998570501","AdobeUpdateService","610304"
"1688998570501","AggregatorHost","1301267"
"1688998570501","ApplicationFrameHost","9584167"
"1688998570501","CCLibrary","163840"
"1688998570501","CCXProcess","143360"
"1688998570501","CalculatorApp","30762377"
"1688998570501","Code","102034747"
"1688998570501","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688998570501","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688998570501","CoreSync","41927995"
"1688998570501","CptService","425984"
"1688998570501","Creative Cloud","58406596"
"1688998570501","Creative Cloud UI Helper","186823995"
"1688998570501","DellFFDPWmiService","610304"
"1688998570501","FSAgentService","11425476"
"1688998570501","FileCoAuth","4698112"
"1688998570501","FileSyncHelper","3686400"
"1688998570501","HxAccounts","8859490"
"1688998570501","HxOutlook","299008"
"1688998570501","HxTsr","4931268"
"1688998570501","Idle","8192"
"1688998570501","IntelCpHDCPSvc","1032192"
"1688998570501","IntelCpHeciSvc","1036288"
"1688998570501","LMS","1241088"
"1688998570501","LocationNotificationWindows","731529"
"1688998570501","LockApp","10600448"
"1688998570501","LsaIso","1298825"
"1688998570501","Memory Compression","839934582"
"1688998570501","Microsoft.Management.Services.IntuneWindowsAgent","37582296"
"1688998570501","Microsoft.SharePoint","5508804"
"1688998570501","MsMpEng","219853666"
"1688998570501","MsSense","116536477"
"1688998570501","NVDisplay.Container","12177408"
"1688998570501","NisSrv","23247714"
"1688998570501","OUTLOOK","126835633"
"1688998570501","OfficeClickToRun","9877740"
"1688998570501","OneApp.IGCC.WinService","5181124"
"1688998570501","OneDrive","18099908"
"1688998570501","OpenConsole","5867362"
"1688998570501","PanGPA","1662976"
"1688998570501","PanGPS","2011136"
"1688998570501","Registry","2419554"
"1688998570501","RstMwService","458752"
"1688998570501","RuntimeBroker","26919148"
"1688998570501","SearchFilterHost","1441530"
"1688998570501","SearchHost","294531072"
"1688998570501","SearchIndexer","27157740"
"1688998570501","SearchProtocolHost","6761798"
"1688998570501","Secure System","83959808"
"1688998570501","SecurityHealthService","2978343"
"1688998570501","SecurityHealthSystray","1048576"
"1688998570501","SenseCE","10874880"
"1688998570501","SenseNdr","47004829"
"1688998570501","ServiceShell","22475460"
"1688998570501","SgrmBroker","5327320"
"1688998570501","ShellExperienceHost","17502208"
"1688998570501","Slack","394021336"
"1688998570501","SocketHeciServer","487424"
"1688998570501","StartMenuExperienceHost","47731712"
"1688998570501","System","20480"
"1688998570501","SystemSettings","249856"
"1688998570501","TabTip","2240512"
"1688998570501","Taskmgr","85874215"
"1688998570501","TbtP2pShortcutService","585728"
"1688998570501","TextInputHost","17712758"
"1688998570501","ThunderboltService","2023424"
"1688998570501","WMIRegistrationService","651264"
"1688998570501","WUDFHost","6342104"
"1688998570501","WidgetService","1556480"
"1688998570501","Widgets","8732672"
"1688998570501","WindowsTerminal","60697836"
"1688998570501","WmiPrvSE","14809718"
"1688998570501","aesm_service","966656"
"1688998570501","ai","827392"
"1688998570501","audiodg","3772416"
"1688998570501","backgroundTaskHost","5087232"
"1688998570501","chrome","1277193846"
"1688998570501","cmd","479232"
"1688998570501","conhost","20135936"
"1688998570501","csrss","3160615"
"1688998570501","ctfmon","3493257"
"1688998570501","dllhost","5005312"
"1688998570501","dwm","262357543"
"1688998570501","esif_uf","499712"
"1688998570501","explorer","122575241"
"1688998570501","fontdrvhost","3309568"
"1688998570501","fsnotifier","212992"
"1688998570501","git-cmd","983040"
"1688998570501","idea64","1973347328"
"1688998570501","igfxCUIService","1142784"
"1688998570501","igfxEM","1839104"
"1688998570501","java","149871300"
"1688998570501","jhi_service","487424"
"1688998570501","lsass","11100160"
"1688998570501","msedge","140068864"
"1688998570501","msedgewebview2","80412278"
"1688998570501","msteams","6987460"
"1688998570501","node","44706264"
"1688998570501","nvWmi64","4726784"
"1688998570501","powershell","2048000"
"1688998570501","python","458613051"
"1688998570501","services","5503842"
"1688998570501","sihost","4888260"
"1688998570501","smartscreen","1478656"
"1688998570501","smss","114688"
"1688998570501","spoolsv","1650688"
"1688998570501","svchost","319626633"
"1688998570501","taskhostw","4749784"
"1688998570501","vmcompute","1265664"
"1688998570501","vmmemCmZygote","0"
"1688998570501","winget","7389184"
"1688998570501","wininit","380928"
"1688998570501","winlogon","1163264"
"1688998570501","wlanext","1093632"
"1688998570501","wslservice","2396160"
