"timestamp","name","residentSetSize"
"1688998751380","Adobe Desktop Service","18259968"
"1688998751380","AdobeIPCBroker","2867200"
"1688998751380","AdobeNotificationClient","1183744"
"1688998751380","AdobeUpdateService","610304"
"1688998751380","AggregatorHost","1265664"
"1688998751380","ApplicationFrameHost","9584640"
"1688998751380","CCLibrary","163840"
"1688998751380","CCXProcess","143360"
"1688998751380","CalculatorApp","30760960"
"1688998751380","Code","100958523"
"1688998751380","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814","528384"
"1688998751380","CodeSetup-stable-660393deaaa6d1996740ff4880f1bad43768c814.tmp","1605632"
"1688998751380","CoreSync","41967616"
"1688998751380","CptService","425984"
"1688998751380","Creative Cloud","58384384"
"1688998751380","Creative Cloud UI Helper","184335044"
"1688998751380","DellFFDPWmiService","610304"
"1688998751380","FSAgentService","11513856"
"1688998751380","FileCoAuth","4698112"
"1688998751380","FileSyncHelper","3686400"
"1688998751380","HxAccounts","8867840"
"1688998751380","HxOutlook","299008"
"1688998751380","HxTsr","4947968"
"1688998751380","Idle","8192"
"1688998751380","IntelCpHDCPSvc","1032192"
"1688998751380","IntelCpHeciSvc","1036288"
"1688998751380","LMS","1241088"
"1688998751380","LocationNotificationWindows","439689"
"1688998751380","LockApp","10600448"
"1688998751380","LsaIso","1241088"
"1688998751380","Memory Compression","839843840"
"1688998751380","Microsoft.Management.Services.IntuneWindowsAgent","37803559"
"1688998751380","Microsoft.SharePoint","5511325"
"1688998751380","MsMpEng","215111286"
"1688998751380","MsSense","116962461"
"1688998751380","NVDisplay.Container","12177408"
"1688998751380","NisSrv","17908499"
"1688998751380","OUTLOOK","125663862"
"1688998751380","OfficeClickToRun","9929964"
"1688998751380","OneApp.IGCC.WinService","5196878"
"1688998751380","OneDrive","18100224"
"1688998751380","OpenConsole","5861218"
"1688998751380","PanGPA","1662976"
"1688998751380","PanGPS","2011136"
"1688998751380","Registry","2052411"
"1688998751380","RstMwService","458752"
"1688998751380","RuntimeBroker","26892524"
"1688998751380","SearchHost","294531072"
"1688998751380","SearchIndexer","27258249"
"1688998751380","Secure System","83959808"
"1688998751380","SecurityHealthService","2953216"
"1688998751380","SecurityHealthSystray","1048576"
"1688998751380","SenseCE","10858496"
"1688998751380","SenseNdr","48111616"
"1688998751380","ServiceShell","22428120"
"1688998751380","SgrmBroker","5423104"
"1688998751380","ShellExperienceHost","17502208"
"1688998751380","Slack","395475889"
"1688998751380","SocketHeciServer","487424"
"1688998751380","StartMenuExperienceHost","47734784"
"1688998751380","System","20480"
"1688998751380","SystemSettings","249856"
"1688998751380","TabTip","2224128"
"1688998751380","Taskmgr","85868544"
"1688998751380","TbtP2pShortcutService","585728"
"1688998751380","TextInputHost","17712758"
"1688998751380","ThunderboltService","2023424"
"1688998751380","WMIRegistrationService","651264"
"1688998751380","WUDFHost","6332416"
"1688998751380","WidgetService","1533636"
"1688998751380","Widgets","8727000"
"1688998751380","WindowsTerminal","60791965"
"1688998751380","WmiPrvSE","14145693"
"1688998751380","aesm_service","966656"
"1688998751380","ai","827392"
"1688998751380","audiodg","3772416"
"1688998751380","backgroundTaskHost","5087232"
"1688998751380","chrome","1317629715"
"1688998751380","cmd","479232"
"1688998751380","conhost","20139716"
"1688998751380","csrss","3141632"
"1688998751380","ctfmon","3520512"
"1688998751380","dllhost","4975379"
"1688998751380","dwm","262316977"
"1688998751380","esif_uf","499712"
"1688998751380","explorer","121607168"
"1688998751380","fontdrvhost","3309568"
"1688998751380","fsnotifier","212992"
"1688998751380","git-cmd","983040"
"1688998751380","idea64","1971256871"
"1688998751380","igfxCUIService","1142784"
"1688998751380","igfxEM","1839104"
"1688998751380","java","150933110"
"1688998751380","jhi_service","487424"
"1688998751380","lsass","11009260"
"1688998751380","msedge","140047281"
"1688998751380","msedgewebview2","80450087"
"1688998751380","msteams","6991872"
"1688998751380","node","44758803"
"1688998751380","nvWmi64","4726784"
"1688998751380","powershell","2015232"
"1688998751380","python","458654483"
"1688998751380","services","5517863"
"1688998751380","sihost","5008226"
"1688998751380","smartscreen","1351680"
"1688998751380","smss","114688"
"1688998751380","spoolsv","1650688"
"1688998751380","svchost","313957376"
"1688998751380","taskhostw","4718040"
"1688998751380","vmcompute","1265664"
"1688998751380","vmmemCmZygote","0"
"1688998751380","winget","7384457"
"1688998751380","wininit","380928"
"1688998751380","winlogon","1163264"
"1688998751380","wlanext","1093632"
"1688998751380","wslservice","2396160"
