timestamp|contextSwitches|majorFaults|bitness|commandLine|currentWorkingDirectory|name|openFiles|parentProcessID|path|residentSetSize|state|threadCount|upTime|user|processCountDifference|cpuUsage
1690273342989|0|0|32|"C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ADS\Adobe Desktop Service.exe" --onOSstartup=true --showwindow=false --waitForRegistration=true||Adobe Desktop Service|1003|0|C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\ADS\Adobe Desktop Service.exe|14240426|RUNNING|48|6143466|sarah.ettlinger|0|2.3850721078046025E-4
1690273342989|0|0|32|"C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\IPCBox\AdobeIPCBroker.exe" "-launchedbyvulcan-13196 C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe"||AdobeIPCBroker|247|0|C:\Program Files (x86)\Common Files\Adobe\Adobe Desktop Common\IPCBox\AdobeIPCBroker.exe|3165525|RUNNING|30|6144360|sarah.ettlinger|0|2.7816681286706873E-4
1690273342989|0|0|32|"C:\Program Files\WindowsApps\AdobeNotificationClient_3.0.1.1_x86__enpm4xejd91yc\AdobeNotificationClient.exe" -ServerName:CreativeCloud.AppXkc26ec7ewq1x9dww5fbpte7xrjdypftp.mca||AdobeNotificationClient|415|0|C:\Program Files\WindowsApps\AdobeNotificationClient_3.0.1.1_x86__enpm4xejd91yc\AdobeNotificationClient.exe|45056|RUNNING|11|6137913|sarah.ettlinger|0|1.697744704980712E-6
1690273342989|0|0|64|"C:\Program Files\Common Files\Microsoft Shared\ClickToRun\AppVShNotify.exe"|C:\Program Files\Common Files\Microsoft Shared\ClickToRun\|AppVShNotify|160|0|C:\Program Files\Common Files\microsoft shared\ClickToRun\AppVShNotify.exe|61440|RUNNING|1|5512962|sarah.ettlinger|0|0.0
1690273342989|0|0|64|C:\Windows\system32\ApplicationFrameHost.exe -Embedding|C:\Windows\system32\|ApplicationFrameHost|512|0|C:\Windows\System32\ApplicationFrameHost.exe|19533824|RUNNING|4|5650291|sarah.ettlinger|0|9.228029490638968E-7
1690273342989|0|0|64|"C:\Program Files\Common Files\Adobe\Creative Cloud Libraries\CCLibrary.exe"|C:\Program Files\Common Files\Adobe\Creative Cloud Libraries\|CCLibrary|46|0|C:\Program Files\Common Files\Adobe\Creative Cloud Libraries\CCLibrary.exe|28672|RUNNING|1|6113000|sarah.ettlinger|0|0.0
1690273342989|0|0|64|"C:\Program Files\Adobe\Adobe Creative Cloud Experience\CCXProcess.exe"|C:\Program Files\Adobe\Adobe Creative Cloud Experience\|CCXProcess|46|0|C:\Program Files\Adobe\Adobe Creative Cloud Experience\CCXProcess.exe|28672|RUNNING|1|6142389|sarah.ettlinger|0|0.0
1690273342989|0|0|64|"C:\Users\sarah.ettlinger\AppData\Local\Programs\Microsoft VS Code\Code.exe" --ms-enable-electron-run-as-node "c:\Users\sarah.ettlinger\AppData\Local\Programs\Microsoft VS Code\resources\app\extensions\json-language-features\server\dist\node\jsonServerMain" --node-ipc --clientProcessId=23732|C:\Users\sarah.ettlinger\AppData\Local\Programs\Microsoft VS Code\|Code|3802|0|C:\Users\sarah.ettlinger\AppData\Local\Programs\Microsoft VS Code\Code.exe|346853376|RUNNING|159|781890|sarah.ettlinger|0|8.120902962084716E-4
1690273342989|0|0|32|"C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe"||CoreSync|723|0|C:\Program Files (x86)\Adobe\Adobe Sync\CoreSync\CoreSync.exe|16781312|RUNNING|69|6115872|sarah.ettlinger|0|2.9666474414656363E-4
1690273342989|0|0|64|"C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe" --showwindow=false --onOSstartup=true|C:\Windows\SysWOW64\|Creative Cloud|934|0|C:\Program Files\Adobe\Adobe Creative Cloud\ACC\Creative Cloud.exe|8592725|RUNNING|45|6145193|sarah.ettlinger|0|7.666279496304377E-4
1690273342989|0|0|64|"C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe" --type=renderer --locales-dir-path="C:\Program Files\Common Files\Adobe\Adobe Desktop Common\CEF\locales" --log-severity=warning --user-agent="Mozilla/5.0 (Windows NT 10.0.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/104.0.5112.102 Safari/537.36 CreativeCloud/5.11.0.522.1" --user-data-dir="C:\Users\sarah.ettlinger\AppData\Local\CEF\User Data" --no-sandbox --autoplay-policy=no-user-gesture-required --log-file="C:\Users\SARAH~1.ETT\AppData\Local\Temp\CreativeCloud\ACC\CEF.log" --js-flags=--expose-gc --disable-gpu-compositing --lang=en-US --device-scale-factor=2.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=4 --launch-time-ticks=92719099 --mojo-platform-channel-handle=3404 --field-trial-handle=3144,i,9951533403481528705,2263493412993615876,131072 --disable-features=BackForwardCache,CalculateNativeWinOcclusion,WinUseBrowserSpellChecker /prefetch:1|C:\Program Files\Common Files\Adobe\Adobe Desktop Common\CEF\|Creative Cloud UI Helper|919|0|C:\Program Files\Common Files\Adobe\Adobe Desktop Common\HEX\Creative Cloud UI Helper.exe|25731754|RUNNING|44|6142254|sarah.ettlinger|0|6.532795868749907E-4
1690273342989|0|0|64|"C:\Program Files\WindowsApps\Adobe.XD_57.1.12.2_x64__pc75e8sa7ep4e\CreativeSDKAppServiceClient.exe" adbxd.csdk.helper.app: --pid 18588 --package QWRvYmUuWERfcGM3NWU4c2E3ZXA0ZQ== --service YWRvYmV4ZC5jc2RrLnczMg== --AppServiceInBackground true --enableNetworkLogging false --ReconnectInterval 20 --logLevel 3 --log "C:\Users\sarah.ettlinger\AppData\Local\Packages\Adobe.XD_pc75e8sa7ep4e\TempState\Win32Helper.log" --enableLocalhost true --analyticsProd true --analyticsLang de-AT|C:\Windows\system32\|CreativeSDKAppServiceClient|528|0|C:\Program Files\WindowsApps\Adobe.XD_57.1.12.2_x64__pc75e8sa7ep4e\CreativeSDKAppServiceClient.exe|5539840|RUNNING|15|1181506|sarah.ettlinger|0|0.0011679247897425765
